title,body,labels,state,is_buggy,author,message
nan,nan,[],nan,0,Ruifeng Zheng,"[SPARK-51755][INFRA][PYTHON] Set up a scheduled builder for free-threaded Python 3.13

### What changes were proposed in this pull request?

Set up a scheduled (every 3 days) builder for free-threaded Python 3.13

### Why are the changes needed?
https://docs.python.org/3/howto/free-threading-python.html

since 3.13, Python supports free-threaded execution, in which GIL is optional.

Test againt this latest feature.

### Does this PR introduce _any_ user-facing change?
No

### How was this patch tested?
PR builder with

```
default: '{""PYSPARK_IMAGE_TO_TEST"": ""python-313-nogil"", ""PYTHON_TO_TEST"": ""python3.13t"", ""PYTHON_GIL"": ""0"" }'
```

see https://github.com/zhengruifeng/spark/actions/runs/14355716572/job/40244827286

[PYTHON_GIL=0](https://docs.python.org/3/using/cmdline.html#envvar-PYTHON_GIL) is to forces the GIL off

- For PySpark Classic, some streaming test and ml tests are skipped;
- For PySpark Connect, it is not supported at all (one blocker is [GRPC](https://github.com/grpc/grpc/issues/38762) which is not compatible), so **ALL** tests are skipped

### Was this patch authored or co-authored using generative AI tooling?
no

Closes #50534 from zhengruifeng/infra_py313_nogil.

Authored-by: Ruifeng Zheng <ruifengz@apache.org>
Signed-off-by: Ruifeng Zheng <ruifengz@apache.org>"
nan,nan,[],nan,0,ilicmarkodb,"[SPARK-51673][SQL] Apply default collation to alter view query

### What changes were proposed in this pull request?
Fixed the application of default collation in `ALTER VIEW` queries. For example, if a view has a default collation and we execute `ALTER VIEW v AS SELECT 'a' AS c1`, the default collation was not being applied to the literal `a`.

### Why are the changes needed?
Bug fix.

### Does this PR introduce _any_ user-facing change?
No.

### How was this patch tested?
Tests added to `DefaultCollationTestSuite.scala`

### Was this patch authored or co-authored using generative AI tooling?
No.

Closes #50468 from ilicmarkodb/fix_alter_view.

Authored-by: ilicmarkodb <marko.ilic@databricks.com>
Signed-off-by: Max Gekk <max.gekk@gmail.com>"
nan,nan,[],nan,0,Wenchen Fan,"[SPARK-51738][SQL] IN subquery with struct type

### What changes were proposed in this pull request?

This PR is to fix a long-standing issue that IN subquery allows the struct type field to have different names while binary comparison requires the left and right side struct-type values to have the same field name.

For example, `SELECT foo IN (SELECT struct(1 a)) FROM (SELECT struct(1 b) foo)` is a valid IN subquery even though the field names are different: `a` and `b`. However, Spark will rewrite IN subquery with join and compare the struct values as the join condition. This rewrite makes the plan become unresolved because comparison operator does not allow different field names.

This PR fixes it by relaxing the requirement for binary comparison. The field name and nullability doesn't matter when we compare two struct values.

### Why are the changes needed?

Fix potential issues. The plan validation is only enabled in tests so this unresolved plan may not cause actual issues.

### Does this PR introduce _any_ user-facing change?

Yes, some queries that fail to analyze before (compare structs) can now work.

### How was this patch tested?

new test

### Was this patch authored or co-authored using generative AI tooling?

no

Closes #50537 from cloud-fan/subquery.

Authored-by: Wenchen Fan <wenchen@databricks.com>
Signed-off-by: Wenchen Fan <wenchen@databricks.com>"
nan,nan,[],nan,0,senthh,"[SPARK-51421][SQL] Get seconds of TIME datatype

### What changes were proposed in this pull request?
This PR adds support for extracting the second component from TIME (TimeType) values in Spark SQL. For example:
```
scala> spark.sql(""SELECT SECOND(TIME'13:59:45.99')"").show()
+--------------------------+
|second(TIME '13:59:45.99')|
+--------------------------+
|                        45|
+--------------------------+

scala> spark.sql(""select second(cast('12:00:01.123' as time(4)))"").show(false)
+-------------------------------------+
|second(CAST(12:00:01.123 AS TIME(4)))|
+-------------------------------------+
|1                                    |
+-------------------------------------+
```

### Why are the changes needed?
Spark previously supported second() for only TIMESTAMP type values. TIME support was missing, leading to implicit casting attempt to TIMESTAMP, which was incorrect. This PR ensures that second(TIME'HH:MM:SS.######') behaves correctly without unnecessary type coercion.

### Does this PR introduce _any_ user-facing change?
Yes

- Before this PR, calling second(TIME'HH:MM:SS.######') resulted in a type mismatch error or an implicit cast attempt to TIMESTAMP, which was incorrect.
- With this PR, second(TIME'HH:MM:SS.######') now works correctly for TIME values without implicit casting.
- Users can now extract the second component from TIME values natively.

### How was this patch tested?
By running new tests:

```$ build/sbt ""test:testOnly *TimeExpressionsSuite""```

### Was this patch authored or co-authored using generative AI tooling?
No

Closes #50525 from senthh/getSeconds.

Authored-by: senthh <senthil.kumar@acceldata.io>
Signed-off-by: Max Gekk <max.gekk@gmail.com>"
nan,nan,[],nan,0,Kun Wan,"[SPARK-51512][CORE] Filter out null MapStatus when cleaning up shuffle data with ExternalShuffleService

### What changes were proposed in this pull request?

When the application crashes unexpectedly, the registered map statuses may contain null values, therefore we should skip these null values when cleaning up shuffle data with ExternalShuffleService.

### Why are the changes needed?

Small bug fix

```log
25/03/14 15:41:35 ERROR ContextCleaner: Error cleaning shuffle 4
org.apache.spark.SparkException: Exception thrown in awaitResult:
	at org.apache.spark.util.SparkThreadUtils$.awaitResult(SparkThreadUtils.scala:53)
	at org.apache.spark.util.ThreadUtils$.awaitResult(ThreadUtils.scala:342)
	at org.apache.spark.rpc.RpcTimeout.awaitResult(RpcTimeout.scala:75)
	at org.apache.spark.rpc.RpcEndpointRef.askSync(RpcEndpointRef.scala:101)
	at org.apache.spark.rpc.RpcEndpointRef.askSync(RpcEndpointRef.scala:85)
	at org.apache.spark.storage.BlockManagerMaster.removeShuffle(BlockManagerMaster.scala:204)
	at org.apache.spark.shuffle.sort.io.LocalDiskShuffleDriverComponents.removeShuffle(LocalDiskShuffleDriverComponents.java:47)
	at org.apache.spark.ContextCleaner.doCleanupShuffle(ContextCleaner.scala:241)
	at org.apache.spark.ContextCleaner.$anonfun$keepCleaning$3(ContextCleaner.scala:203)
	at org.apache.spark.ContextCleaner.$anonfun$keepCleaning$3$adapted(ContextCleaner.scala:196)
	at scala.Option.foreach(Option.scala:437)
	at org.apache.spark.ContextCleaner.$anonfun$keepCleaning$1(ContextCleaner.scala:196)
	at org.apache.spark.util.Utils$.tryOrStopSparkContext(Utils.scala:1383)
	at org.apache.spark.ContextCleaner.org$apache$spark$ContextCleaner$$keepCleaning(ContextCleaner.scala:190)
	at org.apache.spark.ContextCleaner$$anon$1.run(ContextCleaner.scala:80)
Caused by: java.lang.NullPointerException: Cannot invoke ""org.apache.spark.scheduler.MapStatus.location()"" because ""mapStatus"" is null
	at org.apache.spark.storage.BlockManagerMasterEndpoint.$anonfun$removeShuffle$3(BlockManagerMasterEndpoint.scala:423)
	at scala.collection.ArrayOps$.foreach$extension(ArrayOps.scala:1323)
	at org.apache.spark.storage.BlockManagerMasterEndpoint.$anonfun$removeShuffle$2(BlockManagerMasterEndpoint.scala:421)
	at org.apache.spark.storage.BlockManagerMasterEndpoint.$anonfun$removeShuffle$2$adapted(BlockManagerMasterEndpoint.scala:420)
	at org.apache.spark.ShuffleStatus.$anonfun$withMapStatuses$1(MapOutputTracker.scala:435)
	at org.apache.spark.ShuffleStatus.withReadLock(MapOutputTracker.scala:72)
	at org.apache.spark.ShuffleStatus.withMapStatuses(MapOutputTracker.scala:435)
	at org.apache.spark.storage.BlockManagerMasterEndpoint.$anonfun$removeShuffle$1(BlockManagerMasterEndpoint.scala:420)
	at org.apache.spark.storage.BlockManagerMasterEndpoint.$anonfun$removeShuffle$1$adapted(BlockManagerMasterEndpoint.scala:419)
	at scala.Option.foreach(Option.scala:437)
	at org.apache.spark.storage.BlockManagerMasterEndpoint.org$apache$spark$storage$BlockManagerMasterEndpoint$$removeShuffle(BlockManagerMasterEndpoint.scala:419)
	at org.apache.spark.storage.BlockManagerMasterEndpoint$$anonfun$receiveAndReply$1.applyOrElse(BlockManagerMasterEndpoint.scala:201)
	at org.apache.spark.rpc.netty.Inbox.$anonfun$process$1(Inbox.scala:104)
	at org.apache.spark.rpc.netty.Inbox.safelyCall(Inbox.scala:216)
	at org.apache.spark.rpc.netty.Inbox.process(Inbox.scala:101)
	at org.apache.spark.rpc.netty.MessageLoop.org$apache$spark$rpc$netty$MessageLoop$$receiveLoop(MessageLoop.scala:76)
	at org.apache.spark.rpc.netty.MessageLoop$$anon$1.run(MessageLoop.scala:42)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642)
	at java.base/java.lang.Thread.run(Thread.java:1583)
```

### Does this PR introduce _any_ user-facing change?

No

### How was this patch tested?

Local test

### Was this patch authored or co-authored using generative AI tooling?

No

Closes #50277 from wankunde/SPARK-51512.

Authored-by: Kun Wan <wankunde@163.com>
Signed-off-by: Kent Yao <yao@apache.org>"
nan,nan,[],nan,0,Mihailo Timotic,"[SPARK-51732][SQL] Apply `rpad` on attributes with same `ExprId` if they need to be deduplicated

### What changes were proposed in this pull request?
This PR fixes a case where `rpad` is not applied on attributes that have the same `ExprId` even though those attributes should be deduplicated.

### Why are the changes needed?
For example, consider the following query:

```
CREATE OR REPLACE TABLE t(a CHAR(50));
SELECT t1.aFROM t t1
WHERE (SELECT count(*) AS item_cnt FROM t t2 WHERE (t1.a = t2.a)) > 0
```
In the above case, `ApplyCharTypePadding` will run for subquery where `t1.a` and `t2.a` will reference the same `ExprId`, therefore we won't apply `rpad`. However, after `DeduplicateRelations` runs for outer query, `t1.a` and `t2.a` will get different `ExprIds` and would therefore need `rpad`. However, this doesn't happen because `ApplyCharTypePadding` for outer query does not recurse into the subquery.

On the other hand, for a query:

```
SELECT t1.a
FROM t t1, t t2
WHERE t1.a = t2.a
```
`ApplyCharTypePadding` will correctly add `rpad` to both `t1.a` and `t2.a` because attributes will first be deduplicated.

In particular, this fixes a code-path when `readSideCharPadding` is off and `LEGACY_NO_CHAR_PADDING_IN_PREDICATE` is also false

### Does this PR introduce _any_ user-facing change?

### How was this patch tested?

### Was this patch authored or co-authored using generative AI tooling?
No

Closes #50527 from mihailotim-db/mihailotim-db/apply_char_type_padding_subqueries.

Authored-by: Mihailo Timotic <mihailo.timotic@databricks.com>
Signed-off-by: Wenchen Fan <wenchen@databricks.com>"
nan,nan,[],nan,0,Siying Dong,"[SPARK-51714][SS] Add Failure Ingestion test to test state store checkpoint format V2

### Why are the changes needed?
The new state store checkpoint format needs failure tolerance tests to make sure the implementation is correct and delivers the behavior we would like.

### Does this PR introduce _any_ user-facing change?
No.

### How was this patch tested?
It is test code itself

### Was this patch authored or co-authored using generative AI tooling?
No.

Closes #50508 from siying/ingest_failure9.

Lead-authored-by: Siying Dong <dong.sy@gmail.com>
Co-authored-by: Jungtaek Lim <kabhwan.opensource@gmail.com>
Signed-off-by: Jungtaek Lim <kabhwan.opensource@gmail.com>"
nan,nan,[],nan,0,micheal-o,"[SPARK-51717][SS][ROCKSDB] Fix SST mismatch corruption that can happen for second snapshot created for a new query

### What changes were proposed in this pull request?
Fix error: Sst file size mismatch ... MANIFEST-000005 may be corrupted.

This is an edge case in SST file reuse that can only happen for the first ever RocksDB checkpoint if the following conditions happen:

1. The first ever RocksDB checkpoint (e.g. for version 10) was created with x.sst, but not yet upload by maintenance
2. The next batch using RocksDB at v10 fails and rolls back store to -1 (invalidates RocksDB)
3. A new request to load RocksDB at v10 comes in, but v10 checkpoint is still not uploaded hence we have to start replaying changelog starting from checkpoint v0.
4. We create a new v11 and new checkpoint with new x*.sst. v10 is now uploaded by maintenance. Then during upload of x*.sst for v11, we reuse x.sst DFS file, thinking it is the same as x*.sst.

The problem here is from step 3, the way the file manager loads v0 is different from how it loads other versions. During the load of other versions, when we delete an existing local file we also delete it from file mapping. But for v0, file manager just deletes the local dir and we missed clearing the file mapping in this case. Hence the old x.sst was still showing in the file mapping at step 4. We need to fix this and also add additional size check.

### Why are the changes needed?
Can cause checkpoint corruption, hence the query will fail.

### Does this PR introduce _any_ user-facing change?
No

### How was this patch tested?
New test included

### Was this patch authored or co-authored using generative AI tooling?
No

Closes #50512 from micheal-o/file_reuse_bug_for_new_query.

Authored-by: micheal-o <micheal.okutubo@gmail.com>
Signed-off-by: Jungtaek Lim <kabhwan.opensource@gmail.com>"
nan,nan,[],nan,0,Cheng Pan,"[SPARK-51733][BUILD] `make-distribution.sh` supports sbt

### What changes were proposed in this pull request?

Make `make-distribution.sh` supports sbt, developers could switch the building tool from Maven to SBT by using `--sbt-enabled`.

Note the packaging outputs are NOT exactly the same(e.g. shading rules have some differences), which should be improved gradually later.

### Why are the changes needed?

Reduce gaps between SBT and Maven. And SBT is generally much faster than Maven, so the change would save much time for developers' daily development for cases that require packaging and testing on a real cluster.

### Does this PR introduce _any_ user-facing change?

No, it's a dev-only change.

### How was this patch tested?

Manually tested on M1 Max
```
time dev/make-distribution.sh [--sbt-enabled] -Phive,hive-thriftserver,kubernetes
```
Maven
```
2235.03s user 100.81s system 306% cpu 12:41.77 total
```
SBT
```
688.54s user 43.54s system 346% cpu 3:31.43 total
```

### Was this patch authored or co-authored using generative AI tooling?

No.

Closes #50529 from pan3793/SPARK-51733.

Authored-by: Cheng Pan <chengpan@apache.org>
Signed-off-by: yangjie01 <yangjie01@baidu.com>"
nan,nan,[],nan,0,Chenhao Li,"[SPARK-51296][SQL] Support collecting corrupt data in singleVariantColumn mode

### What changes were proposed in this pull request?

Currently, if the `singleVariantColumn` is specified, the schema will be a single variant column. It is then impossible to collect corrupt data, which requires the schema to contain a column for corrupt data. This PR enables collecting corrupt data in `singleVariantColumn` mode by relaxing the requirement that `singleVariantColumn` must not exist together with the user-specified schema. The new requirement is that, if the user-specified schema exists, it must either be a variant field, or a variant field plus a corrupt column field. Corrupt data can be collected in the latter case.

### Why are the changes needed?

It allows collecting corrupt data in `singleVariantColumn` mode.

### Does this PR introduce _any_ user-facing change?

No.

### How was this patch tested?

Unit test.

### Was this patch authored or co-authored using generative AI tooling?

No.

Closes #50517 from chenhao-db/single_variant_column_corrupt_record.

Authored-by: Chenhao Li <chenhao.li@databricks.com>
Signed-off-by: Hyukjin Kwon <gurwls223@apache.org>"
nan,nan,[],nan,0,Ruifeng Zheng,"[SPARK-49862][INFRA][PYTHON] Restore package installations for Python 3.13 daily builder

### What changes were proposed in this pull request?
Restore package installations for Python 3.13 daily builder

### Why are the changes needed?
some tests were skipped due to missed installations

### Does this PR introduce _any_ user-facing change?
no, test-only

### How was this patch tested?
PR builder with env:
```
default: '{""PYSPARK_IMAGE_TO_TEST"": ""python-313"", ""PYTHON_TO_TEST"": ""python3.13""}'
```

https://github.com/zhengruifeng/spark/actions/runs/14333711996/job/40175722749

### Was this patch authored or co-authored using generative AI tooling?
no

Closes #50539 from zhengruifeng/infra_py313.

Authored-by: Ruifeng Zheng <ruifengz@apache.org>
Signed-off-by: Ruifeng Zheng <ruifengz@apache.org>"
nan,nan,[],nan,0,Kiril Isakov,"[MINOR][PYTHON][DOCS] Fix a typo in pyspark documentation

### What changes were proposed in this pull request?

This PR aims to fix a minor typo in PySpark documentation.

### Why are the changes needed?

...

### Does this PR introduce any user-facing change?

No.

### How was this patch tested?

Pass Github Actions

### Was this patch authored or co-authored using generative AI tooling?

No.

Closes #50492 from kirisakow/patch-20250402-fix-typo-in-pyspark-doc.

Authored-by: Kiril Isakov <kirisakow@users.noreply.github.com>
Signed-off-by: Ruifeng Zheng <ruifengz@apache.org>"
nan,nan,[],nan,0,Gengliang Wang,"[SPARK-51695][SQL] Introduce Parser Changes for Table Constraints (CHECK, UNIQUE, PK, FK)

### What changes were proposed in this pull request?

What changes are proposed in this PR?

This PR introduces parser support for ANSI SQL-compatible table constraints, including:

-  CHECK
- UNIQUE
- PRIMARY KEY
- FOREIGN KEY

The updated parser supports these constraints in the following statements:

- CREATE TABLE
- REPLACE TABLE
- ALTER TABLE ... ADD CONSTRAINT

**Key Features**

- Constraints can be named or unnamed.
- Constraints can appear as:
  - Column constraints, at the end of a column definition.
  - Table constraints, declared among table elements (in any order).
  - ALTER TABLE … ADD CONSTRAINT statements.
-  ALTER TABLE … DROP CONSTRAINT

**Table Constraint Characteristics**

- ENFORCED: The constraint is validated by the Spark engine during write operations. If data violates the constraint, Spark will raise an error.
- NOT ENFORCED: Spark does not validate the constraint during data writes; it’s treated as metadata only.
- RELY: A user-provided hint that the constraint is known to be valid. This allows Spark to apply query optimizations based on the assumption that the constraint holds.
- NORELY: The default.

Spark does not rely on the constraint for optimizations unless:
  - It is explicitly marked as RELY, or
  - It is ENFORCED and has been validated by Spark.

✅ CHECK Constraints
```sql
-- Column-level, unnamed
CREATE TABLE t1 (
  age INT CHECK (age > 0)
);

-- Column-level, named
CREATE TABLE t2 (
  age INT CONSTRAINT ck_age CHECK (age > 0)
);

-- Table-level, unnamed
CREATE TABLE t3 (
  age INT,
  CHECK (age > 0)
);

-- Table-level, named
CREATE TABLE t4 (
  age INT,
  CONSTRAINT ck_age CHECK (age > 0)
);
```

🔑 PRIMARY KEY Constraints
```sql
-- Column-level, unnamed
CREATE TABLE t1 (
  id INT PRIMARY KEY
);

-- Column-level, named, RELY
CREATE TABLE t2 (
  id INT CONSTRAINT pk_id PRIMARY KEY RELY
);

-- Table-level, unnamed, NORELY
CREATE TABLE t3 (
  id INT,
  PRIMARY KEY (id) NORELY
);

-- Table-level, named
CREATE TABLE t4 (
  id INT,
  CONSTRAINT pk_id PRIMARY KEY (id)
);
```

🔐 UNIQUE Constraints
```sql
-- Column-level, unnamed
CREATE TABLE t1 (
  email STRING UNIQUE
);

-- Column-level, named
CREATE TABLE t2 (
  email STRING CONSTRAINT uq_email UNIQUE
);

-- Table-level, unnamed
CREATE TABLE t3 (
  email STRING,
  UNIQUE (email)
);

-- Table-level, named
CREATE TABLE t4 (
  email STRING,
  CONSTRAINT uq_email UNIQUE (email)
);
```

🔗 FOREIGN KEY Constraints
```sql
CREATE TABLE dept (id INT PRIMARY KEY);

-- Column-level, unnamed
CREATE TABLE emp1 (
  dept_id INT REFERENCES dept(id)
);

-- Column-level, named
CREATE TABLE emp2 (
  dept_id INT CONSTRAINT fk_dept_col REFERENCES dept(id)
);

-- Table-level, unnamed
CREATE TABLE emp3 (
  dept_id INT,
  FOREIGN KEY (dept_id) REFERENCES dept(id)
);

-- Table-level, named
CREATE TABLE emp4 (
  dept_id INT,
  CONSTRAINT fk_dept_tbl FOREIGN KEY (dept_id) REFERENCES dept(id)
);
```

⚙️ ALTER TABLE
```sql
-- Add named constraint
ALTER TABLE t ADD CONSTRAINT ck_positive CHECK (amount > 0);

-- Add unnamed constraint
ALTER TABLE t ADD UNIQUE (email);
ALTER TABLE t ADD PRIMARY KEY (id);
ALTER TABLE t ADD FOREIGN KEY (dept_id) REFERENCES dept(id);

-- Drop named constraint
ALTER TABLE t DROP CONSTRAINT ck_positive;
```

### Why are the changes needed?

Allow users to define, modify, and enforce table constraints in connectors that support them. This will facilitate data accuracy, ensure consistency, and enable performance optimizations in Spark.

### Does this PR introduce _any_ user-facing change?

Yes, introduce Parser Changes for Table Constraints (CHECK, UNIQUE, Primary Key, Foreign Key)

### How was this patch tested?

New tests

### Was this patch authored or co-authored using generative AI tooling?

No

Closes #50496 from gengliangwang/parserChanges.

Authored-by: Gengliang Wang <gengliang@apache.org>
Signed-off-by: Gengliang Wang <gengliang@apache.org>"
nan,nan,[],nan,0,Vladimir Golubev,"[SPARK-51611][SQL] New iteration of single-pass Analyzer functionality

### What changes were proposed in this pull request?

New single-pass Analyzer features:
- GROUP BY
- ORDER BY
- JOIN
- EXCEPT
- INTERSECT
- Correlated subqueries
- Other small features and bugfixes

### Why are the changes needed?

To replace the fixed-point Analyzer with the single-pass one.

### Does this PR introduce _any_ user-facing change?

No, single-pass Analyzer is not yet enabled by default.

### How was this patch tested?

Logical plans were compared in tests with `ANALYZER_DUAL_RUN_LEGACY_AND_SINGLE_PASS_RESOLVER`.

### Was this patch authored or co-authored using generative AI tooling?

Yes.

Closes #50406 from vladimirg-db/vladimir-golubev_data/single-pass-analyzer/new-iteration-of-features.

Authored-by: Vladimir Golubev <vladimir.golubev@databricks.com>
Signed-off-by: Wenchen Fan <wenchen@databricks.com>"
nan,nan,[],nan,0,Siying Dong,"[SPARK-51724][SS] RocksDB StateStore's lineage manager should be synchronized

### Why are the changes needed?
RocksDB State Store's Lineage Manager currently isn't synchronized, but it can be accessed by both DB loading and maintenance thread. In theory, it can cause wrong lineage:
1. maintenance thread get current lineage
2. task commit() adds a lineage from the lienage
3. maintenance thread does the truncation and store it back

In this case, the new lineage added by 2. is lost.
It should be fixed by simply synchronizing those operations.

### Does this PR introduce _any_ user-facing change?
No.

### How was this patch tested?
Run existing unit tests

### Was this patch authored or co-authored using generative AI tooling?
No.

Closes #50520 from siying/lineagemanagerrace.

Authored-by: Siying Dong <dong.sy@gmail.com>
Signed-off-by: Jungtaek Lim <kabhwan.opensource@gmail.com>"
nan,nan,[],nan,0,Xi Lyu,"[SPARK-51711][ML][CONNECT] Memory based MLCache eviction policy

### What changes were proposed in this pull request?

Currently the ML Cache is limited by the number of cache entries (100 entries at this time), but it is not ideal because model size varies.

In this PR, we are updating the MLCache model eviction policy to be memory based, i.e. to evict old models if the total size of models is greater than a limit.

Besides, two new internal Spark confs are introduced:
* `spark.connect.session.connectML.mlCache.maxSize`: Maximum size of the MLCache per session. The cache will evict the least recently used models if the size exceeds this limit.
* `spark.connect.session.connectML.mlCache.timeout`: Timeout of models in MLCache. Models will be evicted from the cache if they are not used for this amount of time.

### Why are the changes needed?
This improve the memory management of MLCache.

### Does this PR introduce _any_ user-facing change?
No.

### How was this patch tested?
New test and existing tests.

### Was this patch authored or co-authored using generative AI tooling?
No.

Closes #50530 from xi-db/mlcache_memory_limit.

Authored-by: Xi Lyu <xi.lyu@databricks.com>
Signed-off-by: Ruifeng Zheng <ruifengz@apache.org>"
